"","isocode","income","gdp_per_capita_usd","unemployment_rate","inflation_rate","health_expenditure_pct_gdp","health_expenditure_per_capita","population","gdp_total_usd","date","totalvaccinations","peoplevaccinated","peoplefullyvaccinated","totalboosters","dailyvaccinationsraw","dailyvaccinations","totalvaccinationsperhundred","peoplevaccinatedperhundred","peoplefullyvaccinatedperhundred","totalboostersperhundred","dailyvaccinationspermillion","dailypeoplevaccinated","dailypeoplevaccinatedperhundred"
"446","rwa","Low income",975.469315871749,15.084,17.5244052090562,7.8792119,76.83828735,13651030,13316160895.0447,2022,22326255.1481481,9087882.76,8485571.9047619,3936684.31578947,10435,37014.2383561644,162.058888888889,65.9668,61.5923809523809,28.5763157894737,2686.7095890411,8148.60547945206,0.0592027397260274
"447","rwa","Low income",828.833032800998,15.775,-0.391346748300791,7.30378389,60.46223831,13355260,11069280649.6459,2021,2042825.52542373,1280768.70967742,1303835.24242424,555673.615384615,32880.1428571429,39525.8495297806,14.8281355932203,9.29661290322581,9.46424242424242,16.0124783861671,2869.15047021944,23859.7304075235,0.173119122257053
"448","rwa","Low income",1010.2689290184,12.352,17.5244052090562,5.92793417,37.661224365,13954471,14097768472.1883,2023,26714247.5,10728847.5,10148770.5,5879013,10435,7690.27741935484,193.91,77.88,73.67,42.67,558.212903225806,1971.77419354839,0.0146
"449","wsm","Lower middle income",4330.17840531329,4.977,7.92164684826777,5.15676308,135.42979431,216663,938189443.830393,2023,451226.5,191280.333333333,177832.666666667,80778.8333333333,10435,34.5700934579439,202.898333333333,86.0116666666667,79.9633333333333,36.3233333333333,155.411214953271,2.55140186915888,0.000850467289719626
"450","wsm","Lower middle income",3869.46639492144,5.048,10.9618822286844,6.3012085,236.22660828,215261,832945205.637185,2022,378646.842105263,176569.631578947,155376.65,69722.625,10435,508.53698630137,170.262631578947,79.3968421052632,69.8655,31.351875,2286.79452054795,135.983561643836,0.0609616438356164
"451","wsm","Lower middle income",3947.64517905415,6.612,3.13320473174494,6.81255674,270.41333008,213779,843923638.733018,2021,119363.24137931,78973.3793103448,53241.1818181818,555673.615384615,10435,1071.25726141079,53.6720689655172,35.5113793103448,23.9390909090909,16.0124783861671,4816.99170124481,564.593360995851,0.253863070539419
"452","smr","High income",54168.9828262684,5.602,1.61551411551421,7.51272249,3568.8379287675,34252,1855395999.76534,2021,30819.4952380952,12248.1935483871,10717.0681818182,555673.615384615,380.018867924528,183.237785016287,91.479619047619,36.3556451612903,31.8109090909091,16.0124783861671,5438.98371335505,81.0553745928339,0.240869706840391
"453","smr","High income",54264.570495898,5.602,5.32545321311365,7.40650225,3568.8379287675,33755,1831700577.08904,2022,65099.1875,25423.6875,22680.875,17500.1111111111,10435,95.443661971831,193.230625,75.46375,67.321875,51.9455555555556,2832.97887323944,14.1056338028169,0.0419225352112676
"454","stp","Lower middle income",2940.93352926715,9.071,17.5244052090562,4.2881484,79.713478085,230871,678976264.835436,2023,263184,140256,111986,34559,10435,163.450236966825,115.74,61.68,49.25,15.2,718.805687203791,58.5308056872038,0.0256682464454976
"455","stp","Lower middle income",2362.58827248102,9.6,8.13777038378732,7.85889721,187.06524658,221961,524402455.54816,2021,60259.1714285714,46355.8,21678.7307692308,555673.615384615,10435,544.491408934708,26.4997142857143,20.385,9.53346153846154,16.0124783861671,2394.49484536082,306.570446735395,0.134810996563574
"456","stp","Lower middle income",2389.73729784737,8.992,17.5244052090562,7.46419811,180.3336792,226305,540809499.189348,2022,218045,121144.470588235,94989.7647058824,25403.9285714286,10435,198.986301369863,95.888125,53.2752941176471,41.7729411764706,11.1728571428571,875.087671232877,110.808219178082,0.0486849315068493
"457","sau","High income",28396.0864182336,6.621,3.06328988941547,5.93034029,1654.74353027,30784383,32389335868.1661,2021,26076055.5878594,22268364.7783784,15894904.0864865,640042.859649123,167143.219594595,139572.181058496,71.6199680511182,61.1617837837838,43.6569189189189,1.7580701754386,3833.47632311978,50392.4973262032,0.138390374331551
"458","sau","High income",34454.1957708412,5.589,2.4740737192537,4.62462378,1593.37145996,32175224,32389335868.1661,2022,56746472.25,25513889.5357143,23706549.3214286,7526038.60714286,162009.094339623,44402.5917808219,155.859107142857,70.0753571428571,65.1119642857143,20.6717857142857,1219.92054794521,4806.78904109589,0.0131643835616438
"459","sau","High income",32093.9622984711,4.008,2.32708518362692,5.21208596,1785.16796875,33264292,32389335868.1661,2023,68534631,27041364,25433941,555673.615384615,10435,18006,188.24,74.27,69.86,16.0124783861671,495,2567,0.007
"460","sen","Lower middle income",1598.10676952274,3.44,2.18032278088147,4.44256258,71.12162781,17220867,27520784129.7508,2021,508136.270833333,413992.989473684,338917.111111111,555673.615384615,5412.08196721311,6178.91987179487,2.93427083333333,2.39073684210526,1.95592592592593,16.0124783861671,356.849358974359,4246.46474358974,0.0245224358974359
"461","sen","Lower middle income",1564.74522071584,2.837,9.69681899081073,4.06358385,63.73388672,17651103,27619479059.6131,2022,2390483.33333333,1522084.16666667,1087280.17391304,161636.533333333,10435,2470.32328767123,13.8041666666667,8.78944444444445,6.27869565217391,0.934,142.602739726027,1982.63835616438,0.0114438356164383
"462","sen","Lower middle income",1706.44218024762,2.8,5.93947798773215,4.2881484,79.713478085,18077573,30848333083.7055,2023,3009488.66666667,2589004.91666667,1472247,799626.545454545,10435,1133.14240506329,17.38,14.9483333333333,8.50166666666667,4.61545454545455,65.6392405063291,2039.31962025316,0.0117436708860759
"463","srb","Upper middle income",9680.52798074468,9.843,4.08510285335102,10.00950623,919.16790771,6834326,66159884072.5308,2021,4352557.45177665,2181162.82741117,2087864.94382022,801830.028571429,26309.8211382114,23078.0336134454,63.3419796954315,31.7418781725888,30.3843258426966,11.6688571428571,3358.52100840336,9262.68067226891,0.134806722689076
"464","srb","Upper middle income",10022.9688543402,8.439,11.9815117344703,9.65742779,903.11828613,6664449,66797564758.339,2022,8452993.475,3341214.25,3258486.65,1853192.5,2381.33333333333,1680.83908045977,123.0155,48.62425,47.41975,26.96925,244.655172413793,254.747126436782,0.00367816091954022
"465","syc","High income",14982.9111487767,5.6025,9.76909936973542,5.20266438,629.11602783,99258,1487173794.80528,2021,94079.4358974359,54513.9358974359,46089.3968253968,555673.615384615,2041.09523809524,520.530898876405,87.8141025641026,50.8833333333333,43.0198412698413,16.0124783861671,4858.65449438202,235.786516853933,0.220112359550562
"466","syc","High income",17167.1909760833,5.6025,2.6260363285129,4.2375164,694.75085449,119878,2057968519.83091,2022,207727.714285714,85008.3913043478,80728,39668.1875,10435,98.3534246575342,193.89380952381,79.3473913043478,75.352,37.0275,918.016438356164,9.36986301369863,0.00894520547945205
"467","syc","High income",17879.2396545075,5.6025,-1.03530088431952,5.20266438,693.1987915,119773,2141450171.13932,2023,222865.333333333,87614.3333333333,82930.3333333333,44936,10435,48.8484848484849,208.023333333333,81.7766666666667,77.4066666666667,41.94,455.919191919192,27.3939393939394,0.0254141414141414
"468","sle","Low income",860.130884035452,3.175,17.5244052090562,7.94752312,39.31665802,8276807,7119137321.90082,2022,3448377.84615385,2559627.03571429,1878140.85714286,48242.3333333333,10435,14948.1780821918,40.0703846153846,29.7439285714286,21.8246428571429,0.56,1736.99178082192,10188.2191780822,0.118367123287671
"469","sle","Low income",885.184270659578,3.556,11.8739588840234,8.55334377,44.90049362,8094602,7165214367.64956,2021,184863.192307692,149721.037037037,61371.5,555673.615384615,3990.5,3116.41095890411,2.14807692307692,1.73925925925926,0.715,16.0124783861671,362.02397260274,2522.64383561644,0.029222602739726
"470","sle","Low income",757.85833603088,3.153,17.5244052090562,5.92793417,37.661224365,8460512,6411869546.28929,2023,7558585.30769231,5016221.46153846,4206933.07692308,718872.769230769,10435,13228.1184834123,87.8315384615385,58.2884615384615,48.8853846153846,8.35461538461538,1537.21800947867,5796.65876777251,0.067260663507109
"471","sgp","High income",58049.6139606671,4.1,-0.181916666666634,5.61608791,3492.35986328,5685807,349488382610.662,2020,593,560.5,41.5,555673.615384615,52,52,0.01,0.01,0,16.0124783861671,9,43,0.001
"472","sgp","High income",58049.6139606671,4.64,2.30485959040484,5.16690779,3568.8379287675,5453566,434111559282.849,2021,5653047.01643836,2884678.96164384,2441446.73972603,1002076.02752294,32314.0684931507,31958.1095890411,100.284164383562,51.1735616438356,43.3107945205479,17.7766972477064,5669.29589041096,13275.6684931507,0.235498630136986
"473","sgp","High income",58049.6139606671,3.591,6.12106004039418,4.89702511,3568.8379287675,5637022,498474540987.78,2022,14128786.7785235,5108400.15890411,5014189.47123288,3982090.5738255,9839.98322147651,10257.5067114094,250.64244966443,90.6224109589041,88.951095890411,70.6419798657718,1819.69127516779,850.597260273973,0.0150657534246575
"474","sgp","High income",58049.6139606671,3.444,4.82146729476466,10.0194025,3269.70385742,5917648,501427500080.059,2023,3e+06,5159124.73333333,5118154.93333333,555673.615384615,10435,3862.43181818182,81.8260245901639,91.5226666666667,90.7956666666667,16.0124783861671,868.923611111111,121.645161290323,0.00203225806451612
"475","sxm","High income",36476.6300833859,9.21476024498569,3.49505757399448,7.48661852,1270.97814941,42139,1537088715.0838,2022,61826.9375,28244.5625,25859.2307692308,8834.44444444445,10435,37.2328767123288,139.904375,63.915,58.5153846153846,19.9888888888889,842.627397260274,7.12876712328767,0.0161150684931507
"476","sxm","High income",32548.4366854902,9.21476024498569,3.49505757399448,7.48661852,1270.97814941,41571,1353071061.45251,2021,44507.5428571429,23726.8285714286,20780.7142857143,555673.615384615,10435,119.22268907563,100.714,53.6897142857143,47.0234285714286,16.0124783861671,2697.81512605042,53.6134453781513,0.121285714285714
"477","sxm","High income",38077.5444869761,9.21476024498569,3.49505757399448,7.48661852,1270.97814941,42749,1627776949.27374,2023,66829,29788,26761,9138.5,10435,9,151.22,67.41,60.555,20.68,204,0,0
"478","svk","High income",21342.7666714692,6.143,12.7741463637611,7.73064041,1642.39208984,5431752,115928615553.286,2022,5689132.12903226,2589500.87096774,2563406.83870968,639125.258064516,10435,2744.05188679245,100.809677419355,45.8845161290323,45.4225806451613,11.3245161290323,486.235849056604,261.150943396226,0.00448584905660377
"479","svk","High income",22138.1949833348,6.894,3.14960629921268,7.75624657,1684.51550293,5447247,120592216208.386,2021,2697818.29545455,1509702.52272727,1263596.92857143,4521.06818181818,10435,14244.5580110497,47.8045454545455,26.7515909090909,22.3907142857143,0.0797727272727273,2524.05801104972,6974.16850828729,0.123635359116022
"480","svn","High income",25392.0651093612,4.971,-0.05485681576061,9.42807865,2417.20874023,2102419,53384760135.1581,2020,8883.6,8883.6,1541441.84210526,555673.615384615,1322.75,1415,0.416,0.416,39.9728125,16.0124783861671,667.25,1415,0.06675
"481","svn","High income",29187.369382785,4.744,1.91706506089259,9.48055363,2779.56591797,2108079,61529280461.092,2021,1312285.29444444,721229.361111111,606915.977653631,100259.016574586,7722.1323943662,7508.76712328767,61.9048888888889,34.0228055555556,28.6304469273743,4.72911602209945,3542.13150684931,3401.65479452055,0.160482191780822
"482","svn","High income",28373.8382265999,4.011,8.83369886749452,9.60507679,2737.84936523,2112076,59927702746.2843,2022,2955558.96551724,1263191.63583815,1216348.23121387,623436.682080925,1411.3734939759,1327.09090909091,139.423620689655,59.5892485549133,57.3795375722543,29.4094219653179,626.03743315508,88.8440860215054,0.00414516129032258
"483","slb","Lower middle income",1996.86976779348,0.884,-0.115437894412839,4.94758463,98.7951355,762591,1522794913.0914,2021,74463.8518518519,57962.9259259259,19370.652173913,555673.615384615,10435,854.236749116608,10.2811111111111,8.00259259259259,2.67391304347826,16.0124783861671,1179.44522968198,647.636042402827,0.0893780918727915
"484","slb","Lower middle income",2005.4139933198,1.483,5.51812928576938,4.82369328,96.73880768,781066,1566360686.10632,2022,416474.482758621,260940,148974.413793103,10012.7368421053,10435,1152.59539473684,57.5034482758621,36.0268965517241,20.5696551724138,1.38,1591.32565789474,490.016447368421,0.0676184210526316
"485","som","Low income",549.114743546859,19.662,7.48166622718465,2.56882048,14.63377476,17271431,9483997404.25227,2021,411545.652173913,283300.565217391,196477.675,555673.615384615,6215.33333333333,5414.27519379845,2.33826086956522,1.61021739130435,1.1165,16.0124783861671,307.701550387597,4245.76744186046,0.0240968992248062
"486","som","Low income",573.128092470162,19.05,7.48166622718465,2.62183189,15.34639168,17801897,10202767269.9603,2022,3931165.65714286,3276127.97058824,2353685.94285714,555673.615384615,0,19506.0712328767,22.3397142857143,18.6170588235294,13.3751428571429,16.0124783861671,1108.42191780822,17601.8575342466,0.100027397260274
"487","som","Low income",597.458854603159,18.941,7.48166622718465,5.92793417,37.661224365,18358615,10968517090.0004,2023,9575337.33333333,8357454.66666667,7077278.66666667,28134,10435,9146.16990291262,54.4133333333333,47.4966666666667,40.22,0.16,520.072815533981,6382.04368932039,0.0364368932038835
"488","zaf","Upper middle income",6022.5425418935,5.6365,6.0752438457966,6.10870004,409.552917485,63212384,380699271814.508,2023,39072088.6666667,24157564.5555556,21038797,4331242.88888889,10435,13677.4007490637,65.2344444444444,40.3344444444444,35.13,7.23222222222222,228.325842696629,899.093632958802,0.00149063670411985
"489","zaf","Upper middle income",6843.39941886204,5.6365,4.61874544887136,8.67432785,592.53417969,61502603,420886877628.703,2021,9419265.79166667,6771740.10280374,6152245.04166667,555673.615384615,82783.9934210526,87623.4150943396,15.7265277777778,11.306308411215,10.2719642857143,16.0124783861671,1462.95283018868,59392.9811320755,0.0991352201257862
"490","zaf","Upper middle income",6523.41097815853,5.6365,7.03987272546482,8.77086639,569.84075928,62378410,406920004594.074,2022,35581361.4235669,21658420.7607973,18685332.0431894,3054459.30232558,26636.788530466,27973.1643835616,59.4073566878981,36.1611295681063,31.1976411960133,5.09980066445183,467.049315068493,13943.7917808219,0.0232794520547945
"491","ssd","Low income",716.228576314738,14.029,10.5167158294359,6.25598812,34.53858948,10865780,12570605116.4106,2021,86924.9473684211,67418.6578947368,45550.8275862069,555673.615384615,2496.33333333333,1035.06666666667,0.796315789473684,0.618421052631579,0.416896551724138,16.0124783861671,94.7814814814815,876.948148148148,0.00804814814814814
"492","ssd","Low income",716.228576314738,12.545,-6.68732094212672,6.76125622,49.41268158,11021177,12570605116.4106,2022,1385224.89189189,1335777.94594595,1292800.45945946,555673.615384615,10435,5587.96164383562,12.6932432432432,12.24,11.8456756756757,16.0124783861671,512.008219178082,5545.62739726027,0.0508520547945205
"493","ssd","Low income",716.228576314738,12.477,2.38280434813759,5.92793417,37.661224365,11483374,12570605116.4106,2023,3432875.35714286,3381958.21428571,3340033.35714286,418271.333333333,10435,7448.32481751825,31.4571428571429,30.9892857142857,30.605,3.83166666666667,682.485401459854,7476.48540145985,0.0686605839416058
"494","esp","High income",30287.3657583614,12.917,8.39057634118627,9.73828793,2910.83764648,47759127,32389335868.1661,2022,93166950.1494253,40999585.1529412,39471228.6321839,23117462.9036145,174595.647058824,56390.6684931507,195.899655172414,86.2085882352941,82.9949425287356,48.6085542168675,1185.70136986301,4715.32328767123,0.00991506849315068
"495","esp","High income",30817.6828559001,14.781,3.0931351197642,10.30862141,3144.11181641,47415794,32389335868.1661,2021,38915309.9303279,22233723.168,19472628.219917,4411461.94642857,308268.421621622,231761.440443213,81.8260245901639,46.75008,40.9442323651452,9.27607142857143,4873.17174515235,109902.952908587,0.231091412742382
"496","esp","High income",33509.0127982139,12.179,3.53236133492433,9.10995388,3282.81738281,48347910,32389335868.1661,2023,105252727.272727,41341902.6363636,40729278.4545455,26492871.8181818,10435,11460.3194444444,221.311818181818,86.9272727272727,85.64,55.7063636363636,241.020833333333,123.354166666667,5.55555555555556e-05
"497","lka","Lower middle income",3342.71989646203,4.528,17.5244052090562,4.36269855,145.55810547,22181000,74144870023.4244,2022,37405203.5,16748346.6,14177090.13,6479766.77,60522.0724637681,22025.3828382838,171.3307,76.7141,64.9369,29.6798,1008.83168316832,3813.40264026403,0.0174389438943894
"498","lka","Lower middle income",3999.33764677637,4.981,7.01478071238195,4.02830219,157.13322449,22156000,88609324901.9774,2021,13666884.5590278,7829348.9084507,7260270.543379,2543320.68181818,110576.052631579,99300.940652819,62.5998263888889,35.8617253521127,33.2550228310502,11.6486363636364,4548.3649851632,47582.3442136498,0.217979228486647
"499","kna","High income",18361.1449697886,9.21476024498569,1.195688870384,6.17941952,1134.47509766,46763,858622222.222222,2021,38551,21474.3728813559,18856.8301886792,1202.33333333333,936.142857142857,178.554487179487,80.851746031746,45.0376271186441,39.547358490566,2.52333333333333,3744.71474358974,91.4807692307692,0.191929487179487
"500","kna","High income",21011.5744209816,9.21476024498569,2.66817533111249,5.56801701,1160.26428223,46709,981429629.62963,2022,58558.5384615385,29602.3846153846,26195.3846153846,2760.76923076923,10435,28.5386904761905,122.814615384615,62.0853846153846,54.9407692307692,5.79076923076923,598.708333333333,18.0557184750733,0.0380469208211144
"501","lca","Upper middle income",10459.1321248092,5.6365,2.41070312174393,5.67880821,588.36962891,178522,1867185185.18518,2021,62590.9657534247,39019.3492063492,30772.8196721311,555673.615384615,317.25,330.581761006289,34.797602739726,21.6928571428571,17.1081147540984,16.0124783861671,1837.86477987421,176.037735849057,0.0979025157232704
"502","lca","Upper middle income",13103.7621654634,15.934,6.37814695133351,5.01938295,644.80279541,178781,2342703703.7037,2022,115296.606060606,58211.5151515152,52614.803030303,7399,81.5833333333333,54.2291666666667,64.0989393939394,32.3630303030303,29.2509090909091,4.11333333333333,301.556547619048,13.5,0.00746428571428571
"503","vct","Upper middle income",9471.14627317673,19.417,5.66009779226552,4.68767738,434.86938477,102046,966492592.592592,2022,69676.3015873016,36041.5666666667,30048.4333333333,3503.12698412698,116.9375,32.8958904109589,67.0228571428571,34.6688333333333,28.9045,3.37,316.482191780822,10.7890410958904,0.0104904109589041
"504","vct","Upper middle income",8481.30537359541,5.6365,1.57272932500558,5.36252117,454.80987549,102841,872225925.925926,2021,33313.5070422535,22045.224137931,16811.3829787234,555673.615384615,868.823529411765,182.948096885813,32.0449295774648,21.2056896551724,16.1712765957447,16.0124783861671,1759.82352941176,87.1107266435986,0.0836747404844291
"505","vct","Upper middle income",10520.4441534791,18.574,4.56457719814894,6.868320705,478.728759765,101323,1065962962.96296,2023,73383.3333333333,37506.1666666667,31614.8333333333,4262.33333333333,10435,2.04504504504505,70.59,36.075,30.4133333333333,4.1,19.6576576576577,0.891891891891892,0.000891891891891892
"506","sdn","Low income",712.122009277344,11.044,17.5244052090562,2.83127832,20.4981575,48066924,34229513774.9936,2021,786978.739130435,561857.409090909,266587.785714286,555673.615384615,15190.6666666667,11689.0067567568,1.67913043478261,1.19818181818182,0.568571428571429,16.0124783861671,249.358108108108,9978.2972972973,0.0213175675675676
"507","sdn","Low income",1046.24084472656,7.53,17.5244052090562,4.61874437,31.57727051,49383346,51666875363.0963,2022,7326522.93333333,6000679,3798689.2,172928.9,10435,30575.1780821918,15.6293333333333,12.8015384615385,8.104,0.369,652.142465753425,21703.6684931507,0.0465890410958904
"508","sdn","Low income",2183.44140625,3.935,7.48166622718465,5.92793417,37.661224365,50042791,109265503110.904,2023,19083999.5,13044440,11052696.5,2908130.25,10435,82003.2934782609,40.7125,27.8275,23.58,6.205,1749.42391304348,44137.0108695652,0.0941521739130435
"509","sur","Upper middle income",5029.84838543953,8.491,17.5244052090562,5.46009398,294.25476074,617896,3107923197.96954,2021,282110.815165877,175671.942857143,119717.176470588,555673.615384615,2182.92948717949,1570.69230769231,45.6456872037915,28.424,19.3704278074866,16.0124783861671,2541.34294871795,841.028846153846,0.136128205128205
"510","sur","Upper middle income",6084.43876736445,8.16,17.5244052090562,5.91760969,343.85302734,623164,3791603200.0259,2022,499020,265179,233841,46021.3076923077,467.833333333333,116.79020979021,80.7395833333333,42.9058333333333,37.8354166666667,7.44615384615385,189,45.4475524475524,0.00731468531468531
"511","swe","High income",55516.836477474,7.611,8.54862489748902,10.88682365,3568.8379287675,10536632,584960475767.32,2023,26324844.7307692,7774727.81818182,7592552.81818182,9792048.36363636,69531,7465.98630136986,249.540192307692,73.6990909090909,71.9727272727273,92.8209090909091,707.717808219178,40.4358974358974,0.000333333333333333
"512","swe","High income",58049.6139606671,8.722,2.16319736447153,11.10180569,3568.8379287675,10415811,32389335868.1661,2021,8264818.39215686,4401287.01960784,3464723.48,555673.615384615,10435,48876.9889502762,78.3449019607843,41.7209803921569,32.8432,16.0124783861671,4633.17955801105,21038.1187845304,0.19942817679558
"513","swe","High income",55296.9371472535,7.392,8.36929098869189,10.49857044,3568.8379287675,10486941,579895717343.956,2022,22522415.5384615,7739327.63461538,7538255.34615385,8657524.84210526,10435,21507.0575342466,213.496153846154,73.3628846153846,71.4569230769231,82.0657894736842,2038.70136986301,481.761643835616,0.00458904109589041
"514","che","High income",58049.6139606671,5.013,0.581814168489856,12.00465584,3568.8379287675,8704546,32389335868.1661,2021,6484759.54794521,3445832.96164384,1541441.84210526,135962.643835616,37917.9698630137,37491.1315068493,74.1923561643836,39.4242191780822,39.9728125,1.55430136986301,4289.37260273973,16320.3260273973,0.186734246575342
"515","che","High income",58049.6139606671,4.817,-0.725874933313384,12.00404072,3568.8379287675,8638167,32389335868.1661,2020,2268.2,2223.6,1541441.84210526,555673.615384615,594.25,382.7,0.025,0.025,39.9728125,16.0124783861671,43.7,374.6,0.0043
"516","che","High income",58049.6139606671,4.122,2.83502798644463,11.70653343,3568.8379287675,8777088,32389335868.1661,2022,15864640.5464789,6080623.03943662,1541441.84210526,3914175.50704225,8689.24347826087,8730.49589041096,181.507690140845,69.568676056338,39.9728125,44.7821408450704,998.879452054795,370.194520547945,0.00417534246575342
"517","che","High income",58049.6139606671,4.043,2.13540088016377,9.10995388,3282.81738281,8888093,32389335868.1661,2023,16928711.9079755,6096423.65644172,1541441.84210526,4877998.45398773,426.433566433566,361.04347826087,193.681963190184,69.7476687116564,39.9728125,55.8093251533742,41.3423913043478,8.54347826086956,0
"518","syr","Low income",663.614245706815,14.877,3.53559965130587,4.70613527,25.79880524,21628839,14353205678.4991,2021,724933.421052632,519396.352941177,454100.846153846,555673.615384615,10435,7819.13770491803,3.27631578947368,2.34705882352941,2.05153846153846,16.0124783861671,353.436065573771,4321.19016393443,0.0194786885245902
"519","syr","Low income",1051.67149587463,13.268,3.53559965130587,4.15098715,34.36484528,22462173,23622827079.5047,2022,3873480.33333333,2597680.03703704,1602625.75862069,36715.3529411765,51211.5,7027.12054794521,17.507,11.7407407407407,7.24379310344828,0.165294117647059,317.61095890411,5124.30684931507,0.0231698630136986
"520","syr","Low income",572.355289831901,13.187,3.53559965130587,5.239421845,32.16005707,23594623,19393644361.8018,2023,5030916.5,3252713.5,2307725,75881,10435,1270.18518518519,22.74,14.705,10.43,0.34,57.7685185185185,969.398148148148,0.00418518518518518
"521","tjk","Lower middle income",896.748053372182,12.333,11.1479417253479,8.37504482,75.10315704,9966908,8937805347.13963,2021,2262304.11111111,1416858.51111111,897602.35,555673.615384615,62372.5,27812.243697479,22.7306666666667,14.236,9.01925,16.0124783861671,2794.42857142857,15460.6470588235,0.155331932773109
"522","tjk","Lower middle income",1052.17949484894,11.634,11.1479417253479,7.62917423,78.61326599,10182222,10713525200.3998,2022,11228359.6666667,4968957.64705882,4480113.44444444,2364925,10435,33979.4794520548,112.816111111111,49.9247058823529,45.0138888888889,23.7625,3414.09315068493,4293.04383561644,0.0432356164383562
"523","tjk","Lower middle income",1160.81187026311,11.546,11.1479417253479,7.36325455,78.61326599,10389799,12060602008.8478,2023,20546973.5,5328277,5191919,5301306.5,10435,4140.52941176471,206.445,53.54,52.17,53.265,415.787114845938,39.8291316526611,0.000442577030812325
"524","tza","Lower middle income",1207.85302734375,2.588,4.35027204269101,3.1119566,35.64775848,64711821,75769974505.0106,2022,18654014.75,15571417.4583333,13303474.24,7171363,10435,93894.3232876712,28.48,23.7741666666667,20.3112,10.95,1433.53424657534,81568.3424657534,0.124490410958904
"525","tza","Lower middle income",1159.85656738281,2.821,3.69091958802199,3.47258258,37.56311798,62830412,70655628147.8986,2021,926055,775299.333333333,706613.875,555673.615384615,10435,16332.524137931,1.41222222222222,1.18333333333333,1.0775,16.0124783861671,249.351724137931,13890.6482758621,0.0212206896551724
"526","tza","Lower middle income",1224.48962402344,2.582,3.79923291384916,4.2881484,79.713478085,66617606,79062403820.892,2023,39071885.6666667,34097388,32004190.6666667,555673.615384615,10435,34975.4225352113,59.6533333333333,52.0566666666667,48.8633333333333,16.0124783861671,533.859154929577,33503.9718309859,0.0510985915492958
"527","tha","Upper middle income",7058.0694998852,1.215,1.23039541318384,5.15337038,363.72845459,71727332,506256494297.34,2021,36406144.759542,21036139.6870229,14435566.0116732,2383464.2481203,363643.16194332,339733.618892508,50.7776335877863,29.3402290076336,20.1343579766537,3.32413533834586,4738.49511400651,167078.140065147,0.233026058631922
"528","tha","Upper middle income",6909.35997481451,0.94,6.07741228434321,5.35470581,369.97647095,71735329,495645210972.751,2022,131899744.098901,55453958.2490842,51331170.5787546,25114615.2710623,137270.128205128,140196.853479853,183.968058608059,77.3448351648352,71.5944688644689,35.0287179487179,1955.38461538462,20919.9597069597,0.0291904761904762
"529","tls","Lower middle income",2684.82704373402,2.344,3.69792094666786,11.43105984,132.07870483,1350139,3624889700,2021,535695.212121212,346757.909090909,207831.033333333,555673.615384615,7881,4616.12643678161,39.9381818181818,25.8536363636364,15.495,16.0124783861671,3441.50957854406,2551.94636015326,0.190272030651341
"530","tls","Lower middle income",2343.24524664152,1.537,7.00530945399787,14.32454681,174.91215515,1369295,3208594000,2022,1608867.09090909,794996.772727273,679292.545454545,172275,10435,2135.47123287671,119.948409090909,59.2704545454545,50.6438636363636,12.8435294117647,1592.05479452055,587.156164383562,0.043772602739726
"531","tls","Lower middle income",1502.51963828284,1.521,8.42035103310377,5.15676308,135.42979431,1384286,2079916900,2023,2016972.94117647,883930.764705882,799154.470588235,333887.705882353,10435,141.187116564417,150.374705882353,65.9017647058824,59.5811764705882,24.8935294117647,105.355828220859,25.2453987730061,0.00176073619631901
"532","tgo","Low income",985.697512629974,1.948,5.48928568141124,5.92793417,37.661224365,9304337,9171261837.57103,2023,3405891.625,2247689.75,1541810,427804,10435,77.3003095975232,38.49125,25.40125,17.42125,4.83,8.78637770897833,40.0433436532508,0.000513931888544892
"533","tgo","Low income",939.613373786407,2.333,4.1862150652352,5.6165967,52.72237015,8878379,8342243645.94438,2021,1019567.25925926,657233.777777778,444636.136363636,555673.615384615,10435,8102.74074074074,11.5225925925926,7.42851851851852,5.025,16.0124783861671,915.649831649832,4697.72053872054,0.0531178451178451
"534","tgo","Low income",898.758154410712,1.965,7.96757361617945,6.04134083,54.01099014,9089738,8169476148.95692,2022,3121341.26315789,2012848.56,1347019.6,168451.111111111,10435,2739.08219178082,35.2742105263158,22.7472,15.222,1.90166666666667,309.635616438356,2344.32876712329,0.0265123287671233
"535","ton","Upper middle income",4912.57950603175,2.111,5.64051140636751,7.63286686,341.50390625,105490,518228012.09129,2021,60275.8695652174,39204.8695652174,23077.7619047619,555673.615384615,10435,522.921568627451,56.4026086956522,36.6860869565217,21.5942857142857,16.0124783861671,4893.17647058824,285.447058823529,0.26718431372549
"536","ton","Upper middle income",4933.07479143113,2.302,10.9713652903022,8.13607597,378.30541992,105042,518180042.241509,2022,176364,81018.2666666667,71885.9333333333,35189.7,10435,188.975342465753,165.030666666667,75.812,67.268,32.93,1768.28493150685,37.0575342465753,0.034627397260274
"537","ton","Upper middle income",5905.08198095343,2.262,6.35112980255189,5.376546145,374.140945435,104597,17146471713.748,2023,203014.333333333,87295,77233,38486.3333333333,10435,4.9009900990099,189.966666666667,81.6866666666667,72.27,36.0133333333333,45.6138613861386,0.415841584158416,0.000396039603960396
